[*] Looking for NRF container process...
    pid=146207
    exe=/proc/146207/exe
    cgroup_id=25914

[*] Attaching uprobes...
  [uprobe] nrf_nf_register               github.com/free5gc/nrf/internal/sbi/processor.(*Processor).NFRegisterProcedure
  [uprobe] nrf_nf_deregister             github.com/free5gc/nrf/internal/sbi/processor.(*Processor).NFDeregisterProcedure
  [uprobe] nrf_get_nf_inst               github.com/free5gc/nrf/internal/sbi/processor.(*Processor).GetNFInstanceProcedure
  [uprobe] nrf_get_nf_inst_list          github.com/free5gc/nrf/internal/sbi/processor.(*Processor).GetNFInstancesProcedure
  [uprobe] nrf_update_nf_inst            github.com/free5gc/nrf/internal/sbi/processor.(*Processor).UpdateNFInstanceProcedure
  [uprobe] nrf_create_sub                github.com/free5gc/nrf/internal/sbi/processor.(*Processor).CreateSubscriptionProcedure
  [uprobe] nrf_remove_sub                github.com/free5gc/nrf/internal/sbi/processor.(*Processor).RemoveSubscriptionProcedure
  [uprobe] nrf_update_sub                github.com/free5gc/nrf/internal/sbi/processor.(*Processor).UpdateSubscriptionProcedure
  [uprobe] nrf_access_token              github.com/free5gc/nrf/internal/sbi/processor.(*Processor).AccessTokenProcedure
  [uprobe] nrf_nf_discovery              github.com/free5gc/nrf/internal/sbi/processor.(*Processor).NFDiscoveryProcedure
[*] Attaching tracepoints...
  [tp]     syscalls/sys_enter_connect
  [tp]     syscalls/sys_exit_connect
  [tp]     syscalls/sys_enter_accept4
  [tp]     syscalls/sys_exit_accept4
  [tp]     syscalls/sys_enter_write
  [tp]     syscalls/sys_exit_read

[*] Tracing NRF (pid=146207). Ctrl+C to stop.

TIMESTAMP               NF    EVENT      DETAIL
──────────────────────  ────  ─────────  ────────────────────────────────
[03:57:53.694146] NRF   WRITE    112    bytes  pid=146207
[03:57:53.694246] NRF   WRITE    62     bytes  pid=146207
[03:57:53.694560] NRF   WRITE    8      bytes  pid=146207
[03:57:53.694575] NRF   READ     8      bytes  pid=146207
[03:57:53.694592] NRF   WRITE    621    bytes  pid=146207
[03:57:53.697239] NRF   READ     9      bytes  pid=146207
[03:57:53.697287] NRF   READ     8      bytes  pid=146207
[03:57:53.701961] NRF   WRITE    8      bytes  pid=146207
[03:57:53.702833] NRF   READ     8      bytes  pid=146207
[03:57:53.702899] NRF   ACCEPT   ← 10.100.200.6:45900      pid=146207  fd=8
[03:57:53.702968] NRF   READ     330    bytes  pid=146207
[03:57:53.703115] NRF   WRITE    39     bytes  pid=146207
[03:57:53.703208] NRF   WRITE    17     bytes  pid=146207
[03:57:53.703304] NRF   WRITE    85     bytes  pid=146207
[03:57:53.703308] NRF   READ     9      bytes  pid=146207
[03:57:53.703351] NRF   API      AccessToken               pid=146207 tid=146510
[03:57:53.703471] NRF   WRITE    196    bytes  pid=146207
[03:57:53.704062] NRF   WRITE    22     bytes  pid=146207
[03:57:53.704387] NRF   READ     4      bytes  pid=146207
[03:57:53.704410] NRF   READ     2007   bytes  pid=146207
[03:57:53.705234] NRF   READ     1302   bytes  pid=146207
[03:57:53.705327] NRF   WRITE    291    bytes  pid=146207
[03:57:53.707390] NRF   WRITE    112    bytes  pid=146207
[03:57:53.707532] NRF   WRITE    63     bytes  pid=146207
[03:57:53.707872] NRF   WRITE    626    bytes  pid=146207
[03:57:53.708297] NRF   READ     9      bytes  pid=146207
[03:57:53.708305] NRF   READ     558    bytes  pid=146207
[03:57:53.708497] NRF   READ     9      bytes  pid=146207
[03:57:53.708503] NRF   READ     8      bytes  pid=146207
[03:57:53.708525] NRF   WRITE    17     bytes  pid=146207
[03:57:53.708831] NRF   READ     1237   bytes  pid=146207
[03:57:53.709081] NRF   WRITE    84     bytes  pid=146207
[03:57:53.709097] NRF   API      NFDiscovery               pid=146207 tid=148452
[03:57:53.709563] NRF   WRITE    299    bytes  pid=146207
[03:57:53.710027] NRF   READ     4      bytes  pid=146207
[03:57:53.710063] NRF   READ     2418   bytes  pid=146207
[03:57:53.711269] NRF   WRITE    225    bytes  pid=146207
[03:57:53.714444] NRF   WRITE    17     bytes  pid=146207
[03:57:53.714709] NRF   WRITE    8      bytes  pid=146207
[03:57:53.714763] NRF   WRITE    2089   bytes  pid=146207
[03:57:53.716343] NRF   WRITE    17     bytes  pid=146207
[03:57:53.716471] NRF   READ     8      bytes  pid=146207
[03:57:53.718671] NRF   ACCEPT   ← 10.100.200.6:45904      pid=146207  fd=9
[03:57:53.719309] NRF   READ     330    bytes  pid=146207
[03:57:53.719515] NRF   WRITE    8      bytes  pid=146207
[03:57:53.719548] NRF   WRITE    39     bytes  pid=146207
[03:57:53.719707] NRF   READ     9      bytes  pid=146207
[03:57:53.719709] NRF   WRITE    22     bytes  pid=146207
[03:57:53.719801] NRF   WRITE    85     bytes  pid=146207
[03:57:53.719808] NRF   READ     8      bytes  pid=146207
[03:57:53.719850] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.719977] NRF   WRITE    196    bytes  pid=146207
[03:57:53.720440] NRF   READ     4      bytes  pid=146207
[03:57:53.720466] NRF   READ     2007   bytes  pid=146207
[03:57:53.721273] NRF   READ     1302   bytes  pid=146207
[03:57:53.721369] NRF   WRITE    291    bytes  pid=146207
[03:57:53.723416] NRF   WRITE    112    bytes  pid=146207
[03:57:53.723505] NRF   WRITE    63     bytes  pid=146207
[03:57:53.723806] NRF   WRITE    8      bytes  pid=146207
[03:57:53.723847] NRF   WRITE    626    bytes  pid=146207
[03:57:53.723877] NRF   READ     8      bytes  pid=146207
[03:57:53.724294] NRF   READ     9      bytes  pid=146207
[03:57:53.724307] NRF   READ     517    bytes  pid=146207
[03:57:53.724430] NRF   READ     1237   bytes  pid=146207
[03:57:53.724653] NRF   WRITE    84     bytes  pid=146207
[03:57:53.724669] NRF   API      NFDiscovery               pid=146207 tid=3658330
[03:57:53.724804] NRF   WRITE    236    bytes  pid=146207
[03:57:53.725202] NRF   READ     4      bytes  pid=146207
[03:57:53.725223] NRF   READ     102    bytes  pid=146207
[03:57:53.725299] NRF   WRITE    166    bytes  pid=146207
[03:57:53.725371] NRF   WRITE    16     bytes  pid=146207
[03:57:53.725434] NRF   WRITE    8      bytes  pid=146207
[03:57:53.725451] NRF   WRITE    50     bytes  pid=146207
[03:57:53.725928] NRF   READ     8      bytes  pid=146207
[03:57:53.725952] NRF   READ     9      bytes  pid=146207
[03:57:53.725974] NRF   READ     9      bytes  pid=146207
[03:57:53.726034] NRF   READ     9      bytes  pid=146207
[03:57:53.726079] NRF   READ     123    bytes  pid=146207
[03:57:53.726083] NRF   WRITE    85     bytes  pid=146207
[03:57:53.726142] NRF   API      AccessToken               pid=146207 tid=146511
[03:57:53.726275] NRF   WRITE    196    bytes  pid=146207
[03:57:53.726955] NRF   READ     4      bytes  pid=146207
[03:57:53.726966] NRF   READ     2007   bytes  pid=146207
[03:57:53.728206] NRF   READ     9      bytes  pid=146207
[03:57:53.728240] NRF   READ     8      bytes  pid=146207
[03:57:53.728296] NRF   WRITE    17     bytes  pid=146207
[03:57:53.728829] NRF   READ     1302   bytes  pid=146207
[03:57:53.729044] NRF   WRITE    291    bytes  pid=146207
[03:57:53.732219] NRF   WRITE    112    bytes  pid=146207
[03:57:53.732651] NRF   WRITE    13     bytes  pid=146207
[03:57:53.732973] NRF   WRITE    8      bytes  pid=146207
[03:57:53.733058] NRF   READ     8      bytes  pid=146207
[03:57:53.733101] NRF   WRITE    626    bytes  pid=146207
[03:57:53.733740] NRF   READ     9      bytes  pid=146207
[03:57:53.733805] NRF   READ     77     bytes  pid=146207
[03:57:53.733905] NRF   READ     1237   bytes  pid=146207
[03:57:53.734220] NRF   WRITE    84     bytes  pid=146207
[03:57:53.734561] NRF   API      NFDiscovery               pid=146207 tid=146510
[03:57:53.734732] NRF   WRITE    264    bytes  pid=146207
[03:57:53.735256] NRF   READ     4      bytes  pid=146207
[03:57:53.735313] NRF   READ     2464   bytes  pid=146207
[03:57:53.736663] NRF   WRITE    191    bytes  pid=146207
[03:57:53.737047] NRF   WRITE    17     bytes  pid=146207
[03:57:53.737280] NRF   WRITE    8      bytes  pid=146207
[03:57:53.737326] NRF   READ     8      bytes  pid=146207
[03:57:53.737379] NRF   WRITE    2152   bytes  pid=146207
[03:57:53.738178] NRF   READ     9      bytes  pid=146207
[03:57:53.738225] NRF   READ     13     bytes  pid=146207
[03:57:53.738303] NRF   READ     9      bytes  pid=146207
[03:57:53.738378] NRF   WRITE    85     bytes  pid=146207
[03:57:53.738431] NRF   READ     134    bytes  pid=146207
[03:57:53.738536] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.738746] NRF   WRITE    196    bytes  pid=146207
[03:57:53.739460] NRF   READ     4      bytes  pid=146207
[03:57:53.739475] NRF   READ     2007   bytes  pid=146207
[03:57:53.740581] NRF   READ     1302   bytes  pid=146207
[03:57:53.740826] NRF   WRITE    291    bytes  pid=146207
[03:57:53.740924] NRF   WRITE    157    bytes  pid=146207
[03:57:53.741613] NRF   READ     4      bytes  pid=146207
[03:57:53.741629] NRF   READ     2464   bytes  pid=146207
[03:57:53.746227] NRF   WRITE    112    bytes  pid=146207
[03:57:53.746354] NRF   WRITE    17     bytes  pid=146207
[03:57:53.746504] NRF   WRITE    8      bytes  pid=146207
[03:57:53.746536] NRF   READ     8      bytes  pid=146207
[03:57:53.746597] NRF   WRITE    651    bytes  pid=146207
[03:57:53.747666] NRF   WRITE    17     bytes  pid=146207
[03:57:53.750825] NRF   ACCEPT   ← 10.100.200.11:57624     pid=146207  fd=10
[03:57:53.750955] NRF   READ     328    bytes  pid=146207
[03:57:53.751135] NRF   WRITE    39     bytes  pid=146207
[03:57:53.751222] NRF   WRITE    85     bytes  pid=146207
[03:57:53.751278] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.751478] NRF   WRITE    196    bytes  pid=146207
[03:57:53.751568] NRF   WRITE    22     bytes  pid=146207
[03:57:53.751879] NRF   READ     9      bytes  pid=146207
[03:57:53.751927] NRF   WRITE    8      bytes  pid=146207
[03:57:53.751951] NRF   READ     8      bytes  pid=146207
[03:57:53.753217] NRF   READ     4      bytes  pid=146207
[03:57:53.753255] NRF   READ     2464   bytes  pid=146207
[03:57:53.754719] NRF   READ     1302   bytes  pid=146207
[03:57:53.754846] NRF   WRITE    291    bytes  pid=146207
[03:57:53.754941] NRF   WRITE    157    bytes  pid=146207
[03:57:53.755695] NRF   READ     4      bytes  pid=146207
[03:57:53.755741] NRF   READ     730    bytes  pid=146207
[03:57:53.759900] NRF   WRITE    112    bytes  pid=146207
[03:57:53.760047] NRF   WRITE    62     bytes  pid=146207
[03:57:53.760190] NRF   WRITE    8      bytes  pid=146207
[03:57:53.760241] NRF   READ     8      bytes  pid=146207
[03:57:53.760293] NRF   WRITE    621    bytes  pid=146207
[03:57:53.761884] NRF   WRITE    17     bytes  pid=146207
[03:57:53.770830] NRF   ACCEPT   ← 10.100.200.11:57636     pid=146207  fd=11
[03:57:53.770897] NRF   READ     328    bytes  pid=146207
[03:57:53.771029] NRF   WRITE    39     bytes  pid=146207
[03:57:53.771163] NRF   WRITE    85     bytes  pid=146207
[03:57:53.771204] NRF   READ     9      bytes  pid=146207
[03:57:53.771261] NRF   WRITE    22     bytes  pid=146207
[03:57:53.771280] NRF   API      AccessToken               pid=146207 tid=3658330
[03:57:53.771455] NRF   WRITE    196    bytes  pid=146207
[03:57:53.771955] NRF   READ     4      bytes  pid=146207
[03:57:53.772019] NRF   READ     2464   bytes  pid=146207
[03:57:53.773361] NRF   READ     1302   bytes  pid=146207
[03:57:53.773492] NRF   WRITE    291    bytes  pid=146207
[03:57:53.773612] NRF   WRITE    157    bytes  pid=146207
[03:57:53.774194] NRF   READ     4      bytes  pid=146207
[03:57:53.774258] NRF   READ     730    bytes  pid=146207
[03:57:53.777182] NRF   WRITE    112    bytes  pid=146207
[03:57:53.777277] NRF   WRITE    62     bytes  pid=146207
[03:57:53.777586] NRF   WRITE    8      bytes  pid=146207
[03:57:53.777621] NRF   READ     8      bytes  pid=146207
[03:57:53.777644] NRF   WRITE    621    bytes  pid=146207
[03:57:53.778928] NRF   WRITE    17     bytes  pid=146207
[03:57:53.782784] NRF   ACCEPT   ← 10.100.200.11:57648     pid=146207  fd=12
[03:57:53.782868] NRF   READ     70     bytes  pid=146207
[03:57:53.782990] NRF   READ     9      bytes  pid=146207
[03:57:53.782995] NRF   READ     119    bytes  pid=146207
[03:57:53.783671] NRF   WRITE    39     bytes  pid=146207
[03:57:53.783744] NRF   WRITE    22     bytes  pid=146207
[03:57:53.783863] NRF   READ     9      bytes  pid=146207
[03:57:53.783868] NRF   READ     121    bytes  pid=146207
[03:57:53.783952] NRF   WRITE    85     bytes  pid=146207
[03:57:53.784049] NRF   API      AccessToken               pid=146207 tid=3658330
[03:57:53.784227] NRF   WRITE    196    bytes  pid=146207
[03:57:53.784334] NRF   READ     9      bytes  pid=146207
[03:57:53.785058] NRF   READ     4      bytes  pid=146207
[03:57:53.785072] NRF   READ     2464   bytes  pid=146207
[03:57:53.786061] NRF   READ     1302   bytes  pid=146207
[03:57:53.786149] NRF   WRITE    291    bytes  pid=146207
[03:57:53.786218] NRF   WRITE    157    bytes  pid=146207
[03:57:53.786659] NRF   READ     4      bytes  pid=146207
[03:57:53.786674] NRF   READ     730    bytes  pid=146207
[03:57:53.788976] NRF   WRITE    112    bytes  pid=146207
[03:57:53.789089] NRF   WRITE    62     bytes  pid=146207
[03:57:53.789236] NRF   WRITE    8      bytes  pid=146207
[03:57:53.789269] NRF   WRITE    621    bytes  pid=146207
[03:57:53.789295] NRF   READ     8      bytes  pid=146207
[03:57:53.790495] NRF   WRITE    17     bytes  pid=146207
[03:57:53.793280] NRF   ACCEPT   ← 10.100.200.6:45912      pid=146207  fd=59
[03:57:53.793583] NRF   READ     198    bytes  pid=146207
[03:57:53.793724] NRF   WRITE    39     bytes  pid=146207
[03:57:53.793850] NRF   WRITE    22     bytes  pid=146207
[03:57:53.793877] NRF   READ     9      bytes  pid=146207
[03:57:53.793916] NRF   READ     123    bytes  pid=146207
[03:57:53.793917] NRF   WRITE    85     bytes  pid=146207
[03:57:53.794075] NRF   READ     9      bytes  pid=146207
[03:57:53.794192] NRF   API      AccessToken               pid=146207 tid=146510
[03:57:53.794432] NRF   WRITE    196    bytes  pid=146207
[03:57:53.794879] NRF   READ     4      bytes  pid=146207
[03:57:53.794961] NRF   READ     2007   bytes  pid=146207
[03:57:53.796077] NRF   READ     1302   bytes  pid=146207
[03:57:53.796192] NRF   WRITE    291    bytes  pid=146207
[03:57:53.798912] NRF   WRITE    112    bytes  pid=146207
[03:57:53.799056] NRF   WRITE    63     bytes  pid=146207
[03:57:53.799210] NRF   WRITE    8      bytes  pid=146207
[03:57:53.799231] NRF   READ     8      bytes  pid=146207
[03:57:53.799255] NRF   WRITE    626    bytes  pid=146207
[03:57:53.799851] NRF   READ     9      bytes  pid=146207
[03:57:53.799869] NRF   READ     517    bytes  pid=146207
[03:57:53.800103] NRF   READ     1237   bytes  pid=146207
[03:57:53.800308] NRF   WRITE    84     bytes  pid=146207
[03:57:53.800325] NRF   API      NFDiscovery               pid=146207 tid=146511
[03:57:53.800439] NRF   WRITE    236    bytes  pid=146207
[03:57:53.800952] NRF   READ     4      bytes  pid=146207
[03:57:53.800967] NRF   READ     102    bytes  pid=146207
[03:57:53.801092] NRF   WRITE    166    bytes  pid=146207
[03:57:53.801192] NRF   WRITE    16     bytes  pid=146207
[03:57:53.801451] NRF   WRITE    8      bytes  pid=146207
[03:57:53.801468] NRF   READ     8      bytes  pid=146207
[03:57:53.801473] NRF   WRITE    50     bytes  pid=146207
[03:57:53.802568] NRF   WRITE    17     bytes  pid=146207
[03:57:53.814389] NRF   READ     9      bytes  pid=146207
[03:57:53.814407] NRF   READ     8      bytes  pid=146207
[03:57:53.814443] NRF   WRITE    17     bytes  pid=146207
[03:57:53.815270] NRF   ACCEPT   ← 10.100.200.9:38788      pid=146207  fd=13
[03:57:53.815710] NRF   READ     328    bytes  pid=146207
[03:57:53.815810] NRF   WRITE    8      bytes  pid=146207
[03:57:53.815889] NRF   WRITE    39     bytes  pid=146207
[03:57:53.815949] NRF   WRITE    22     bytes  pid=146207
[03:57:53.816024] NRF   READ     8      bytes  pid=146207
[03:57:53.816029] NRF   READ     9      bytes  pid=146207
[03:57:53.816085] NRF   WRITE    85     bytes  pid=146207
[03:57:53.816189] NRF   API      AccessToken               pid=146207 tid=146510
[03:57:53.816352] NRF   WRITE    196    bytes  pid=146207
[03:57:53.816813] NRF   READ     4      bytes  pid=146207
[03:57:53.816819] NRF   READ     1951   bytes  pid=146207
[03:57:53.818133] NRF   READ     1302   bytes  pid=146207
[03:57:53.818234] NRF   WRITE    291    bytes  pid=146207
[03:57:53.818363] NRF   WRITE    157    bytes  pid=146207
[03:57:53.818789] NRF   READ     4      bytes  pid=146207
[03:57:53.818793] NRF   READ     730    bytes  pid=146207
[03:57:53.825904] NRF   WRITE    112    bytes  pid=146207
[03:57:53.826047] NRF   WRITE    62     bytes  pid=146207
[03:57:53.826241] NRF   WRITE    8      bytes  pid=146207
[03:57:53.826260] NRF   WRITE    621    bytes  pid=146207
[03:57:53.826338] NRF   READ     8      bytes  pid=146207
[03:57:53.827413] NRF   WRITE    17     bytes  pid=146207
[03:57:53.827493] NRF   WRITE    8      bytes  pid=146207
[03:57:53.827513] NRF   READ     8      bytes  pid=146207
[03:57:53.834608] NRF   ACCEPT   ← 10.100.200.16:53754     pid=146207  fd=14
[03:57:53.834734] NRF   READ     70     bytes  pid=146207
[03:57:53.834856] NRF   WRITE    8      bytes  pid=146207
[03:57:53.834882] NRF   READ     9      bytes  pid=146207
[03:57:53.834886] NRF   READ     119    bytes  pid=146207
[03:57:53.834931] NRF   READ     9      bytes  pid=146207
[03:57:53.834936] NRF   READ     129    bytes  pid=146207
[03:57:53.834949] NRF   WRITE    39     bytes  pid=146207
[03:57:53.835016] NRF   WRITE    22     bytes  pid=146207
[03:57:53.835107] NRF   WRITE    85     bytes  pid=146207
[03:57:53.835197] NRF   READ     8      bytes  pid=146207
[03:57:53.835202] NRF   READ     9      bytes  pid=146207
[03:57:53.835280] NRF   API      AccessToken               pid=146207 tid=146510
[03:57:53.835462] NRF   WRITE    196    bytes  pid=146207
[03:57:53.835982] NRF   READ     4      bytes  pid=146207
[03:57:53.835989] NRF   READ     2418   bytes  pid=146207
[03:57:53.837022] NRF   ACCEPT   ← 10.100.200.6:45920      pid=146207  fd=60
[03:57:53.837098] NRF   READ     330    bytes  pid=146207
[03:57:53.837191] NRF   WRITE    8      bytes  pid=146207
[03:57:53.837211] NRF   READ     8      bytes  pid=146207
[03:57:53.837269] NRF   WRITE    39     bytes  pid=146207
[03:57:53.837370] NRF   WRITE    22     bytes  pid=146207
[03:57:53.837517] NRF   WRITE    85     bytes  pid=146207
[03:57:53.837522] NRF   READ     1302   bytes  pid=146207
[03:57:53.837565] NRF   API      AccessToken               pid=146207 tid=146509
[03:57:53.837613] NRF   WRITE    291    bytes  pid=146207
[03:57:53.837681] NRF   WRITE    157    bytes  pid=146207
[03:57:53.837682] NRF   WRITE    196    bytes  pid=146207
[03:57:53.837910] NRF   READ     9      bytes  pid=146207
[03:57:53.838052] NRF   READ     4      bytes  pid=146207
[03:57:53.838059] NRF   READ     2007   bytes  pid=146207
[03:57:53.838162] NRF   READ     4      bytes  pid=146207
[03:57:53.838168] NRF   READ     2007   bytes  pid=146207
[03:57:53.843665] NRF   READ     1302   bytes  pid=146207
[03:57:53.843757] NRF   WRITE    291    bytes  pid=146207
[03:57:53.843867] NRF   WRITE    157    bytes  pid=146207
[03:57:53.844729] NRF   READ     4      bytes  pid=146207
[03:57:53.844736] NRF   READ     2418   bytes  pid=146207
[03:57:53.850097] NRF   WRITE    112    bytes  pid=146207
[03:57:53.850218] NRF   WRITE    63     bytes  pid=146207
[03:57:53.850350] NRF   WRITE    626    bytes  pid=146207
[03:57:53.851620] NRF   WRITE    17     bytes  pid=146207
[03:57:53.853660] NRF   WRITE    112    bytes  pid=146207
[03:57:53.854615] NRF   WRITE    63     bytes  pid=146207
[03:57:53.854725] NRF   WRITE    8      bytes  pid=146207
[03:57:53.854740] NRF   READ     8      bytes  pid=146207
[03:57:53.854766] NRF   WRITE    640    bytes  pid=146207
[03:57:53.855848] NRF   WRITE    17     bytes  pid=146207
[03:57:53.855920] NRF   WRITE    8      bytes  pid=146207
[03:57:53.855938] NRF   READ     8      bytes  pid=146207
[03:57:53.869416] NRF   ACCEPT   ← 10.100.200.16:53760     pid=146207  fd=26
[03:57:53.869543] NRF   WRITE    8      bytes  pid=146207
[03:57:53.869558] NRF   READ     8      bytes  pid=146207
[03:57:53.869849] NRF   READ     70     bytes  pid=146207
[03:57:53.869981] NRF   WRITE    8      bytes  pid=146207
[03:57:53.870018] NRF   WRITE    39     bytes  pid=146207
[03:57:53.870054] NRF   WRITE    22     bytes  pid=146207
[03:57:53.870096] NRF   READ     8      bytes  pid=146207
[03:57:53.870251] NRF   READ     9      bytes  pid=146207
[03:57:53.870334] NRF   WRITE    8      bytes  pid=146207
[03:57:53.870352] NRF   READ     8      bytes  pid=146207
[03:57:53.870517] NRF   READ     9      bytes  pid=146207
[03:57:53.870558] NRF   READ     122    bytes  pid=146207
[03:57:53.870695] NRF   WRITE    85     bytes  pid=146207
[03:57:53.870734] NRF   WRITE    8      bytes  pid=146207
[03:57:53.870755] NRF   READ     8      bytes  pid=146207
[03:57:53.871341] NRF   READ     9      bytes  pid=146207
[03:57:53.871358] NRF   READ     129    bytes  pid=146207
[03:57:53.871437] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.871627] NRF   WRITE    196    bytes  pid=146207
[03:57:53.872078] NRF   READ     4      bytes  pid=146207
[03:57:53.872092] NRF   READ     2418   bytes  pid=146207
[03:57:53.873211] NRF   READ     1302   bytes  pid=146207
[03:57:53.873328] NRF   WRITE    291    bytes  pid=146207
[03:57:53.873425] NRF   WRITE    157    bytes  pid=146207
[03:57:53.873805] NRF   READ     4      bytes  pid=146207
[03:57:53.873820] NRF   READ     2007   bytes  pid=146207
[03:57:53.876855] NRF   WRITE    112    bytes  pid=146207
[03:57:53.876912] NRF   WRITE    63     bytes  pid=146207
[03:57:53.877030] NRF   WRITE    8      bytes  pid=146207
[03:57:53.877096] NRF   READ     8      bytes  pid=146207
[03:57:53.877227] NRF   WRITE    640    bytes  pid=146207
[03:57:53.878203] NRF   WRITE    17     bytes  pid=146207
[03:57:53.953837] NRF   READ     9      bytes  pid=146207
[03:57:53.953849] NRF   READ     8      bytes  pid=146207
[03:57:53.953895] NRF   WRITE    17     bytes  pid=146207
[03:57:54.047204] NRF   READ     9      bytes  pid=146207
[03:57:54.047216] NRF   READ     8      bytes  pid=146207
[03:57:54.047272] NRF   WRITE    17     bytes  pid=146207
[03:57:54.107230] NRF   READ     9      bytes  pid=146207
[03:57:54.107272] NRF   READ     8      bytes  pid=146207
[03:57:54.107308] NRF   WRITE    17     bytes  pid=146207
[03:57:54.343188] NRF   READ     9      bytes  pid=146207
[03:57:54.343199] NRF   READ     8      bytes  pid=146207
[03:57:54.380171] NRF   READ     9      bytes  pid=146207
[03:57:54.380182] NRF   READ     8      bytes  pid=146207
[03:57:54.500125] NRF   READ     9      bytes  pid=146207
[03:57:54.500137] NRF   READ     8      bytes  pid=146207
[03:57:54.500172] NRF   WRITE    17     bytes  pid=146207
[03:57:54.610474] NRF   WRITE    8      bytes  pid=146207
[03:57:54.610490] NRF   READ     8      bytes  pid=146207
[03:57:54.640116] NRF   READ     9      bytes  pid=146207
[03:57:54.640129] NRF   READ     8      bytes  pid=146207
[03:57:54.667401] NRF   READ     9      bytes  pid=146207
[03:57:54.667453] NRF   READ     8      bytes  pid=146207
[03:57:54.667533] NRF   WRITE    17     bytes  pid=146207
[03:57:54.703674] NRF   WRITE    8      bytes  pid=146207
[03:57:54.703767] NRF   READ     8      bytes  pid=146207
[03:57:54.803711] NRF   READ     9      bytes  pid=146207
[03:57:57.620039] NRF   WRITE    8      bytes  pid=146207
[03:57:57.620054] NRF   READ     8      bytes  pid=146207
[03:58:01.536500] NRF   READ     4      bytes  pid=146207
[03:58:01.536551] NRF   READ     319    bytes  pid=146207
[03:58:01.536825] NRF   WRITE    8      bytes  pid=146207
[03:58:01.536878] NRF   READ     8      bytes  pid=146207
[03:58:02.624241] NRF   WRITE    62     bytes  pid=146207
[03:58:02.626353] NRF   READ     4      bytes  pid=146207
[03:58:02.626368] NRF   READ     319    bytes  pid=146207

[*] Detaching...
